ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0042383	sarcolemma	57/4702	136/19869	1.810899017195192e-6	3.969856411100509e-5	3.076515328950664e-5	RDX/SGCZ/ITGB1/SLC30A1/CACNA1D/CAV1/CACNB2/FLNC/POPDC2/KCNJ2/CACNB3/DES/KCNJ11/ATP1B1/SLC9A1/ANK3/AKAP6/ATP2B4/PDE9A/COL6A1/LAMA2/RYR2/RTN2/CACNG7/STAC3/COL6A3/COL6A2/CACNB1/CAV3/VCAM1/FXYD1/CASQ1/ATP1A2/TRIM72/SSPN/KCNB1/CACNG8/OBSCN/ABCC8/DYSF/SLC8A1/SGCB/RYR1/SLC8A3/CACNG4/NOS1AP/SNTB1/SLC2A5/SCN1A/ANXA1/AHNAK2/OPRM1/STAC/CACNA2D1/SCN2A/SYNM/CAV2	57
GO:0032432	actin filament bundle	38/4702	79/19869	1.8234248607417035e-6	3.969856411100509e-5	3.076515328950664e-5	SYNPO/FSCN1/TPM1/MARCKS/ACTN1/LCP1/SEPTIN11/FHOD1/PTK2/FERMT2/PLS3/FLNB/ZYX/CYBA/PDLIM1/MYL9/ABLIM3/ACTN4/MYLK/LIMA1/CRYAB/SORBS1/MST1R/FHL3/SIPA1L3/MYH9/TPM4/TRIP6/ROR1/MYH6/MYH10/ACTA2/RFLNB/GAS2L1/RFLNA/MICALL2/MYH7/PLS1	38
GO:0005788	endoplasmic reticulum lumen	110/4702	312/19869	2.2302604099367256e-6	4.720717867699403e-5	3.6584096198084885e-5	TSPAN33/CALU/CANX/EBI3/PDGFA/PLOD3/MELTF/TSPAN5/GAS6/SHISA5/CFP/SUMF1/COL1A2/FMO1/CLN6/QSOX1/COL1A1/FSTL1/FN1/ARSD/CNPY3/P4HA2/ADAMTSL1/TNC/LAMB1/CCN1/JMJD8/ADAMTSL4/LTBP1/EOGT/PDIA5/VGF/P4HA1/GHRL/FBN1/COL19A1/RCN1/SERPINH1/ARSB/CKAP4/COL12A1/COL5A1/WNT1/COL7A1/P3H1/HYOU1/APOL1/FLT3/TXNDC12/PDGFB/EDN1/IL6/FKBP14/RNASET2/CSF1/VCAN/IL12A/WNT4/SDC2/CERCAM/STS/DNAJC10/COL6A1/SERPINA1/WNT7B/TSPAN15/WNT3/TMEM132A/COL6A3/SPON1/COL6A2/DNAJB11/FSTL3/PNPLA2/ERO1A/SDF2L1/IL12B/LGALS1/ADAMTS13/F8/VWA1/CLU/CASQ1/COL4A5/PDGFC/COL4A2/PLAUR/ANO8/C4A/COL16A1/THBS1/PTGS2/COL27A1/FAM20C/SCG2/COLGALT2/WNT5A/COL2A1/SPP1/ERP27/COL5A3/CST3/PROZ/COL4A3/IL23A/COL8A2/PDGFD/IGFBP3/COL21A1/CP	110
GO:0005912	adherens junction	70/4702	179/19869	2.757410318235687e-6	5.6787747635016034e-5	4.4008739360745956e-5	TSPAN33/RDX/FERMT2/PKP4/ESAM/SMAD7/SHROOM2/NECTIN1/CDH12/DLG4/EFNA5/ZYX/CDH22/TMEM47/AJM1/PDLIM1/CDC42EP4/CNN3/TNKS1BP1/PTPRK/PPP1R9B/CDH11/NPHP1/JUP/CAMSAP3/DLG5/FRMD4B/VEGFA/CXADR/SORBS1/NIBAN2/CYTH3/MPP7/CEACAM1/NEXN/ALOX15B/ACTB/MYH9/DLG2/SPTBN4/SHROOM1/ARVCF/PKP2/PLPP3/JAG1/CDHR3/POF1B/DCHS1/BAIAP2/PVR/PKP3/NECTIN2/SH3BP1/CDCA3/EPB41L5/CCDC85C/DSC2/CDC42EP1/TRIM29/ANXA1/CTNND2/CDH20/KIFC3/FMN1/CDH1/EPHA4/SNAP23/AJAP1/PTPRM/SYNM	70
GO:0044291	cell-cell contact zone	35/4702	72/19869	3.3985865098735866e-6	6.815060317167561e-5	5.281459922545934e-5	ACTN1/FHOD1/PKP4/YWHAH/NECTIN1/CADM4/ITGB1/PAK1/VAMP5/GJA1/KCNJ2/DES/ATP1B1/SLC9A1/ANK3/JUP/AKAP6/CXADR/SPTBN4/PKP2/PCDH9/CAV3/FXYD1/ATP1A2/NECTIN2/NRAP/DSG2/SLC8A1/TIAM1/SCN4B/DSC2/SCN1A/FGFRL1/SCN2A/AJAP1	35
GO:0014704	intercalated disc	27/4702	50/19869	3.529120711666166e-6	6.89535892894774e-5	5.343688850862939e-5	ACTN1/FHOD1/YWHAH/ITGB1/PAK1/VAMP5/GJA1/KCNJ2/DES/ATP1B1/SLC9A1/ANK3/JUP/AKAP6/CXADR/SPTBN4/PKP2/CAV3/FXYD1/ATP1A2/NRAP/DSG2/SLC8A1/SCN4B/DSC2/SCN1A/SCN2A	27
GO:0043292	contractile fiber	88/4702	242/19869	5.547448590895593e-6	1.0567889565656106e-4	8.189785946032705e-5	UNC45B/SYNPO/ACTG1/TPM1/ACTN1/ENO1/FERMT2/SDC4/FLNB/SCN8A/PDE4B/MYH11/CACNA1D/MTM1/PAK1/FLNC/PARVA/PDLIM1/MYL9/PPP2R5A/DES/ACTN4/PARVB/FXR1/CFL2/SVIL/MMP2/ACTN3/CRYAB/ANK1/ANK3/JUP/CSRP2/TNNT2/MYOZ1/ATP2B4/TPM2/TRIM54/SPTBN1/FKBP1B/IDO1/FHL3/NEXN/RYR2/RTN2/TNNT3/MYL6B/MYH15/TPM4/MYOM1/CAV3/KY/JPH2/DST/BMP10/CASQ1/CDK5R1/MYL2/NEB/MYH6/NRAP/ARHGEF25/OBSCN/ACTA2/SLC8A1/RYR1/FBXO32/ANKRD1/FHOD3/CALD1/TMOD4/NOS1AP/SCN1A/MYLK2/SMTNL1/CALM2/ASB2/SMPX/MYL3/ACTN2/FHL2/MYH7/LRRC39/FBXL22/MYL11/CMYA5/SYNM/KCNE1	88
GO:0031256	leading edge membrane	68/4702	177/19869	7.737095539492632e-6	1.4379675124618014e-4	1.114380127767745e-4	SRC/SCIMP/CD44/TPM1/SHISA8/KCNH1/LCP1/FERMT2/FGR/RASGRP2/PSD/MYO1C/KANK1/ROBO2/PLCG1/ITGB1/EEF1A1/NCKAP1/CNTNAP2/DPP4/PAK1/MYO1G/MACF1/PTPRK/PPP1R9B/MPP2/RIPOR2/DAGLA/PDE4A/MYO1D/AIF1L/ATF4/PDE9A/SPTBN1/MTMR9/PSD3/PSD4/ITGA5/EPS8/PSD2/SPRY2/HIP1R/SLC1A2/MYO6/HPCA/EPHA2/SPRY4/PLEKHA1/INSR/GABBR1/SLC12A5/KCNB1/MAPT/KCNC2/ADGRE2/UNC5A/DDN/EPB41L5/OPRD1/KCNA2/EPS8L1/DLC1/RHOA/ATP2B2/EPB41L3/OPRM1/GABRA6/PLEK2	68
GO:0098636	protein complex involved in cell adhesion	27/4702	52/19869	9.370736554921306e-6	1.7001193463928656e-4	1.3175396509551007e-4	PLAU/CTLA4/CD80/ITGB7/ITGAM/ITGA7/ITGB1/ITGA3/TNC/LAMB1/ITGAL/NLGN1/ITGB2/ITGA5/TSPAN32/ITGA6/ITGA1/LAMA2/ITGB8/ITGA9/LGALS1/ITGB5/PLAUR/TNR/ITGA2B/ITGA4/ITGB4	27
GO:0042641	actomyosin	36/4702	78/19869	1.1022247605210773e-5	1.918036525115802e-4	1.4864186912418357e-4	SYNPO/FSCN1/TPM1/ACTN1/LCP1/SEPTIN11/FHOD1/PTK2/FERMT2/FLNB/ZYX/CYBA/CDC42BPA/PDLIM1/MYL9/ABLIM3/ACTN4/MYLK/LIMA1/MYO18A/CDC42BPB/SORBS1/MST1R/FHL3/SIPA1L3/MYH9/TPM4/TRIP6/ROR1/MYH6/MYH10/ACTA2/GAS2L1/MICALL2/MYH7/STX1A	36
GO:0005604	basement membrane	43/4702	99/19869	1.1075276522978384e-5	1.918036525115802e-4	1.4864186912418357e-4	AGRN/TGFBI/FRAS1/FN1/ATRNL1/LAMA5/TNC/LAMB1/ACHE/EFNA5/LOXL1/SPARC/MMRN2/APLP1/FBN1/COL5A1/EFEMP2/COL7A1/CCDC80/HSPG2/NTNG2/CD151/NTN1/LAMA2/SERPINF1/LAMB3/LAD1/TMEFF2/VWA1/DST/THBS2/COL4A5/COL4A2/ACTA2/LAMC3/LAMC2/COL2A1/NTNG1/COL4A3/FREM2/COL8A2/ITGB4/COLQ	43
GO:0031674	I band	57/4702	143/19869	1.1451704484828525e-5	1.939155292764297e-4	1.5027850797634626e-4	UNC45B/SYNPO/ACTN1/FERMT2/FLNB/SCN8A/PDE4B/CACNA1D/MTM1/PAK1/FLNC/PARVA/PDLIM1/MYL9/PPP2R5A/DES/ACTN4/PARVB/CFL2/ACTN3/CRYAB/ANK3/JUP/CSRP2/MYOZ1/ATP2B4/TRIM54/FKBP1B/FHL3/NEXN/RYR2/RTN2/CAV3/KY/JPH2/DST/BMP10/CASQ1/NEB/MYH6/NRAP/OBSCN/SLC8A1/RYR1/FBXO32/ANKRD1/FHOD3/NOS1AP/SCN1A/SMTNL1/ASB2/MYL3/ACTN2/FHL2/MYH7/FBXL22/KCNE1	57
GO:0097060	synaptic membrane	125/4702	378/19869	1.784605463080054e-5	2.9562377453630457e-4	2.2909923679357213e-4	SRC/GPM6A/SHISA8/SEMA4C/SLC6A6/KCNH1/CANX/DNM1/GABBR2/NRP2/GABRB2/KCNA3/NINJ1/ABHD17C/RIMS3/GRIK5/NECTIN1/SRGAP2/TAMALIN/ITGB1/ITGA3/SLC30A1/NPTN/ENO2/DLG4/NLGN2/PRR7/STXBP1/PICALM/LRP4/RAPSN/CLSTN3/GRIK4/PPP1R9B/CRYAB/FAIM2/CHRNA6/SYT7/ANK3/DAGLA/ATP2B4/PCDH17/NTNG2/SHANK3/GRIN1/STX11/SLC16A3/NLGN1/PTPRS/IL1RAPL1/MAGEE1/HIP1R/LRRC4C/KCTD12/SLC1A2/KCTD16/LRFN5/CNTNAP1/SLC6A4/CACNG7/DLG2/UNC13A/FARP1/CHRNA7/NLGN4Y/NRCAM/SIGMAR1/CNTN6/TMEM240/PSENEN/LRRC4B/GABRB3/HIP1/GRID2IP/NLGN4X/GABBR1/DCC/BAIAP2/SHANK2/SSPN/SYP/SNAP91/KCNB1/IGSF9B/CACNG8/KCNC2/GRIN2B/DDN/RGS9/SLC8A1/GRIN2D/OPRD1/KCNA2/ADAM22/EPHB2/CHRNB2/NRGN/CACNG4/F2R/ADCY1/NTNG1/TENM2/SORCS2/ATP2B2/KCND2/ARC/GLRB/CADM3/DGKB/OPRM1/ERC2/SCN2A/GLRA3/KCTD8/GRIP1/GLRA1/GABRA6/STX1A/EPHA4/FXYD6/GRM5/GRIA4/PRRT2/KCNJ4/ADAM23	125
GO:0005884	actin filament	47/4702	114/19869	2.3460648406658175e-5	3.803620018270964e-4	2.947687291407668e-4	SRC/DUSP22/ACTG1/TPM1/ACTN1/LCP1/MYO1C/PLS3/CTTN/DIAPH3/AMOT/SPECC1/YES1/RCSD1/NCKAP1/PAK1/WASL/SMTN/FHDC1/PDLIM1/CORO1A/DPYSL3/ACTN3/MYO3A/HCK/DIAPH2/TPM2/AIF1L/WHRN/COTL1/ACTB/EHBP1L1/MYO6/SPTBN4/DMTN/TPM4/FYN/POF1B/GAS2/MYO1B/GAS2L1/SMTNL1/ANXA1/ACTN2/FMN1/PLS1/COBL	47
GO:0030018	Z disc	52/4702	130/19869	2.424983218503124e-5	3.849660859373709e-4	2.9833675122373964e-4	UNC45B/SYNPO/ACTN1/FLNB/SCN8A/PDE4B/CACNA1D/PAK1/FLNC/PARVA/PDLIM1/MYL9/PPP2R5A/DES/ACTN4/PARVB/CFL2/ACTN3/CRYAB/ANK3/JUP/CSRP2/MYOZ1/ATP2B4/TRIM54/FKBP1B/FHL3/NEXN/RYR2/RTN2/CAV3/KY/JPH2/DST/BMP10/CASQ1/NEB/MYH6/NRAP/OBSCN/SLC8A1/RYR1/FBXO32/FHOD3/NOS1AP/SCN1A/ASB2/ACTN2/FHL2/MYH7/FBXL22/KCNE1	52
GO:0030426	growth cone	63/4702	167/19869	3.160166440971661e-5	4.914381281674298e-4	3.808492746262302e-4	SRC/PTK2B/FSCN1/GPM6A/UNC5C/BASP1/APBB2/PTBP2/CTTN/LRRK2/NEO1/ORAI2/NECTIN1/ITGA3/ENO2/ARHGAP4/OLFM1/CYFIP1/COPA/MAP1B/DPYSL3/STMN3/NGFR/MAP2/FXR1/KIF20B/RUFY3/PPP1R9B/USP9X/IGF2BP1/MAP3K12/SHTN1/FXR2/CXADR/GDPD5/NGEF/WHRN/PTPRS/EPS8/TIAM2/CRMP1/MAPK8IP3/PINK1/GPRIN1/AUTS2/DCTN2/ZNF804A/PCDH9/SIGMAR1/SLC2A13/CDK5R1/DCC/L1CAM/SHANK2/MAPT/DSCAM/GAP43/TENM2/ERC2/EPHA4/BOC/COBL/ITGA4	63
GO:0001725	stress fiber	32/4702	70/19869	4.2231617118512e-5	6.309900440060028e-4	4.8899767189856e-4	SYNPO/FSCN1/TPM1/ACTN1/LCP1/SEPTIN11/FHOD1/PTK2/FERMT2/FLNB/ZYX/CYBA/PDLIM1/MYL9/ABLIM3/ACTN4/MYLK/LIMA1/SORBS1/MST1R/FHL3/SIPA1L3/MYH9/TPM4/TRIP6/ROR1/MYH6/MYH10/ACTA2/GAS2L1/MICALL2/MYH7	32
GO:0097517	contractile actin filament bundle	32/4702	70/19869	4.2231617118512e-5	6.309900440060028e-4	4.8899767189856e-4	SYNPO/FSCN1/TPM1/ACTN1/LCP1/SEPTIN11/FHOD1/PTK2/FERMT2/FLNB/ZYX/CYBA/PDLIM1/MYL9/ABLIM3/ACTN4/MYLK/LIMA1/SORBS1/MST1R/FHL3/SIPA1L3/MYH9/TPM4/TRIP6/ROR1/MYH6/MYH10/ACTA2/GAS2L1/MICALL2/MYH7	32
GO:0099568	cytoplasmic region	97/4702	285/19869	4.315999783630017e-5	6.324599682934756e-4	4.901368175336923e-4	KIF1C/ZC3H14/CANX/ABHD12/WDPCP/MAP2K4/RIMS3/EFHC2/PPFIA3/LRRK2/AP3S1/DYNC2I2/IFT57/SOD1/DLG4/WDR11/MAP1A/CTBP2/RAB21/PHLDB1/MAP2/PHLDB2/AMBRA1/CAMSAP3/DNAH6/DYNC1H1/CFAP126/UCHL1/CLASP1/KLHL17/TUBB4A/CFAP45/SPAST/MAP4/MAPK8IP3/HIP1R/CFAP251/SAXO2/TRAK2/ATG14/GAS8/TOGARAM1/KIF4A/DLG2/HPCA/UNC13A/AK8/TRAF3IP1/DNAH12/DNAH17/ODAD4/BBS7/PKD2/SPAG6/CFAP54/DST/SPAG8/DNAH8/RAB27B/WASF1/BAIAP2/DNAH14/NME7/SAPCD2/GUCY1B1/MAPT/AGBL4/SPEF1/ODAD3/ARL6/UHMK1/KIF5A/GLI3/MYO5B/TTC30A/INSC/DNAI7/RPGRIP1/DNAI2/ENKUR/CFAP70/KIF1A/ARC/HYDIN/TEKT2/TTLL8/OPRM1/ERC2/DNAH3/MGARP/SAXO1/FAM166B/CFAP73/RSPH4A/CFAP210/SYBU/DNAAF1	97
GO:0030016	myofibril	82/4702	233/19869	4.418477607390149e-5	6.352603654398667e-4	4.923070382812063e-4	UNC45B/SYNPO/ACTG1/TPM1/ACTN1/ENO1/FERMT2/SDC4/FLNB/SCN8A/PDE4B/CACNA1D/MTM1/PAK1/FLNC/PARVA/PDLIM1/MYL9/PPP2R5A/DES/ACTN4/PARVB/FXR1/CFL2/SVIL/MMP2/ACTN3/CRYAB/ANK1/ANK3/JUP/CSRP2/TNNT2/MYOZ1/ATP2B4/TPM2/TRIM54/SPTBN1/FKBP1B/FHL3/NEXN/RYR2/RTN2/TNNT3/MYH15/TPM4/MYOM1/CAV3/KY/JPH2/DST/BMP10/CASQ1/MYL2/NEB/MYH6/NRAP/ARHGEF25/OBSCN/SLC8A1/RYR1/FBXO32/ANKRD1/FHOD3/CALD1/TMOD4/NOS1AP/SCN1A/MYLK2/SMTNL1/CALM2/ASB2/SMPX/MYL3/ACTN2/FHL2/MYH7/LRRC39/FBXL22/CMYA5/SYNM/KCNE1	82
GO:0045178	basal part of cell	93/4702	272/19869	5.050601784864859e-5	7.126960296420412e-4	5.523172712103676e-4	CD44/SLC6A6/SLC43A3/MYO1C/SLC12A6/LDLRAP1/NOD2/LRP1/EPB41/ITGA3/SLC4A2/SLC13A3/CADM1/SLC39A8/PHLDB1/DTNB/PHLDB2/ATP1B1/SLC9A1/LEPR/ANK1/ANK3/SLC14A1/SLC7A8/SLC23A2/ATP2B4/MYO1D/SLC4A7/CD1D/ACE/PDGFB/SLC29A2/PIANP/EDN1/CNNM2/ERBB3/SLC16A3/CXADR/CLASP1/AQP3/MST1R/CEACAM1/ABCC1/CALHM1/SLC11A2/ITGA1/CA11/DLG2/CA9/ITGA9/PKD2/PLPP3/ATP7B/CASR/ALPK2/SLC1A3/DST/ABCC4/TGFA/SLC26A7/HOMER3/SLC4A4/LDLR/SPEF1/KCNC2/CD38/EPPK1/SLC26A6/MARVELD2/KCNQ1/SLC7A5/NDRG4/SLC22A1/SLC4A9/MLC1/MUC20/MEGF11/ANXA1/SLC16A10/ATP2B2/MAP7/SLCO1C1/SLCO4C1/LPO/CD34/MPZ/SLC40A1/HFE/CLDN7/AJAP1/ITGB4/KCNJ4/SLC29A4	93
GO:0005874	microtubule	147/4702	466/19869	5.2826788154160404e-5	7.318911376994587e-4	5.671928833394065e-4	CLIP2/TUBB2B/KIF1C/DNM1/TUBB2A/TUBA3E/TUBA1C/NEK6/TUBB/KIF15/HID1/EFHC2/SHROOM2/PLK1/RAB11A/POLB/TUBA1A/NDE1/TUBB6/MTA1/NAV3/KLC2/MAP1LC3A/TUBA3C/MAP1A/GABARAPL1/ARHGAP4/PYCARD/CAPN6/MDM1/NAV1/MACF1/CSNK1D/DPYSL2/FHDC1/CHMP4B/MAP1B/MAP2/KIF20B/EML2/TUBB8B/DCXR/HSPH1/SVIL/KIF23/TUBG2/CAMSAP3/TUBB8/DNAH6/KNTC1/KIF13B/DYNC1H1/RMDN2/NINL/AURKA/INO80/TUBG1/MAP2K2/SHTN1/TRIM54/CFAP126/CKAP2/HOOK2/CLASP1/TUBB4A/CFAP45/WHAMM/SPAST/MAP4/ENKD1/KIF22/SPRY2/MID1/BAG2/TPPP3/SAXO2/BIRC5/TBCA/DCTN2/EML1/GAS8/ZW10/ASPM/KIFC1/TOGARAM1/KIF4A/LRRC49/KIF27/EML6/ZNF804A/SHROOM1/PBXIP1/TBCC/KLC3/TTLL1/MAP9/DNAH12/CSPP1/DNAH17/KIF4B/CAMSAP2/SPAG6/NCKAP5L/MAPRE3/TPX2/SRPRB/DST/SPAG8/SNTB2/SKA3/DNAH8/CDK1/GTSE1/BAIAP2/FAM161B/DNAH14/HOOK1/NME7/MAPT/MX2/SPEF1/CRHBP/ZWILCH/ARL6/KIF5A/SLC8A1/TTC30A/GAS2L1/CLIP1/DNAI2/CALM2/ENKUR/KIF1A/KIF14/MAP7/C4orf47/TEKT2/TTLL8/KIFC3/DNAH3/REEP1/SAXO1/FAM166B/CENPE/NEK2/CFAP210/SYBU	147
GO:0034703	cation channel complex	78/4702	222/19869	7.120981128260432e-5	9.689620749525802e-4	7.509154911567861e-4	PTK2B/MCUB/SHISA8/KCNH1/KCNN1/CACNA2D3/KCNA3/ABHD12/PKD1L1/GRIK5/HSPA2/SCN8A/PDE4B/CACNA1D/CNTNAP2/DLG4/CACNB2/KCNJ2/CACNB3/KCNJ11/KCNG3/GRIK4/CNGA3/CACNA1G/AKAP6/KCNN4/KCNH2/KCNK6/GRIN1/TRPM4/PDE4D/MICU3/FKBP1B/EPS8/CPT1C/RYR2/CACNG7/KCNE5/SCN4A/STAC3/CATSPERG/ABCB8/CACNB1/PKD2/CACNA2D4/KCNQ5/HCN3/OLFM3/CACNA1E/KCNB1/CACNG8/CACNA1I/EFCAB9/KCNC2/GRIN2B/HCN2/ABCC8/GRIN2D/RYR1/KCNQ1/KCNA2/KCNA7/SCN4B/CACNG4/SCN1A/CALM2/KCNMB3/KCND2/LRRC26/KCNH4/CACNA2D1/SCN2A/KCNQ3/KCNF1/SCNN1D/GRIA4/KCNJ4/KCNE1	78
GO:0034702	ion channel complex	99/4702	296/19869	7.799626276837016e-5	0.0010426868812192644	8.080499245254971e-4	CLIC2/PTK2B/MCUB/SHISA8/KCNH1/KCNN1/CACNA2D3/GABRB2/KCNA3/ABHD12/PKD1L1/GRIK5/HSPA2/SCN8A/PDE4B/CACNA1D/CNTNAP2/DLG4/TTYH2/CLCNKA/CACNB2/KCNJ2/CACNB3/KCNJ11/KCNG3/GRIK4/CNGA3/CHRNA6/CLIC5/CACNA1G/OSTM1/AKAP6/KCNN4/KCNH2/KCNK6/GRIN1/BEST4/CHRFAM7A/TRPM4/PDE4D/MICU3/FKBP1B/EPS8/CPT1C/RYR2/CACNG7/KCNE5/SCN4A/STAC3/CATSPERG/CHRNA7/ABCB8/CACNB1/PKD2/BEST3/CACNA2D4/GABRB3/KCNQ5/HCN3/OLFM3/CACNA1E/KCNB1/CACNG8/CACNA1I/EFCAB9/KCNC2/ANO2/GRIN2B/SLC26A6/HCN2/ABCC8/GRIN2D/RYR1/KCNQ1/KCNA2/KCNA7/CLIC6/SCN4B/CHRNB2/CACNG4/SCN1A/CALM2/KCNMB3/KCND2/GLRB/LRRC26/KCNH4/CACNA2D1/SCN2A/KCNQ3/GLRA3/GLRA1/GABRA6/KCNF1/SCNN1D/CLCNKB/GRIA4/KCNJ4/KCNE1	99
GO:0098685	Schaffer collateral - CA1 synapse	32/4702	72/19869	8.305375147583224e-5	0.0010911544590445545	8.456107908882375e-4	ACTG1/TUBB2B/IQSEC2/PRKAR1B/TAMALIN/ITGB1/SLC30A1/NPTN/AKAP12/GHRL/CDH11/INA/NTNG2/SYN2/ADORA2B/SYN1/LRRC4C/ACTB/PLAT/FYN/GABBR1/DCC/BAIAP2/ADRB1/SYP/ADCY1/NTNG1/TNR/BCR/PLG/EPHA4/GRM5	32
GO:0045211	postsynaptic membrane	91/4702	269/19869	9.377082348237888e-5	0.0012110740253147916	9.385447274507503e-4	SHISA8/SEMA4C/SLC6A6/KCNH1/CANX/GABBR2/NRP2/GABRB2/KCNA3/ABHD17C/GRIK5/SRGAP2/TAMALIN/SLC30A1/NPTN/DLG4/NLGN2/PRR7/PICALM/RAPSN/CLSTN3/GRIK4/FAIM2/CHRNA6/ANK3/DAGLA/PCDH17/SHANK3/GRIN1/SLC16A3/NLGN1/PTPRS/IL1RAPL1/MAGEE1/LRRC4C/KCTD12/KCTD16/LRFN5/SLC6A4/CACNG7/DLG2/FARP1/CHRNA7/NLGN4Y/NRCAM/SIGMAR1/LRRC4B/GABRB3/HIP1/GRID2IP/NLGN4X/GABBR1/DCC/SHANK2/SSPN/KCNB1/IGSF9B/CACNG8/KCNC2/GRIN2B/DDN/RGS9/SLC8A1/GRIN2D/OPRD1/ADAM22/EPHB2/CHRNB2/NRGN/CACNG4/F2R/ADCY1/TENM2/SORCS2/ATP2B2/KCND2/ARC/GLRB/DGKB/OPRM1/GLRA3/KCTD8/GRIP1/GLRA1/GABRA6/EPHA4/FXYD6/GRM5/GRIA4/PRRT2/KCNJ4	91
GO:0002102	podosome	17/4702	30/19869	1.0325545182901268e-4	0.0013068109202896865	0.001012737845396483	SRC/FSCN1/LCP1/SH3GL1/CTTN/ASAP1/SH3PXD2B/BIN2/ADAM8/GSN/SVIL/RHOU/TPM4/VCAM1/SH3PXD2A/AFAP1L1/NOS1AP	17
GO:0030427	site of polarized growth	63/4702	173/19869	1.0618668442860196e-4	0.0013068109202896865	0.001012737845396483	SRC/PTK2B/FSCN1/GPM6A/UNC5C/BASP1/APBB2/PTBP2/CTTN/LRRK2/NEO1/ORAI2/NECTIN1/ITGA3/ENO2/ARHGAP4/OLFM1/CYFIP1/COPA/MAP1B/DPYSL3/STMN3/NGFR/MAP2/FXR1/KIF20B/RUFY3/PPP1R9B/USP9X/IGF2BP1/MAP3K12/SHTN1/FXR2/CXADR/GDPD5/NGEF/WHRN/PTPRS/EPS8/TIAM2/CRMP1/MAPK8IP3/PINK1/GPRIN1/AUTS2/DCTN2/ZNF804A/PCDH9/SIGMAR1/SLC2A13/CDK5R1/DCC/L1CAM/SHANK2/MAPT/DSCAM/GAP43/TENM2/ERC2/EPHA4/BOC/COBL/ITGA4	63
GO:0030017	sarcomere	75/4702	214/19869	1.0632844758262541e-4	0.0013068109202896865	0.001012737845396483	UNC45B/SYNPO/TPM1/ACTN1/ENO1/FERMT2/FLNB/SCN8A/PDE4B/CACNA1D/MTM1/PAK1/FLNC/PARVA/PDLIM1/MYL9/PPP2R5A/DES/ACTN4/PARVB/CFL2/MMP2/ACTN3/CRYAB/ANK1/ANK3/JUP/CSRP2/TNNT2/MYOZ1/ATP2B4/TPM2/TRIM54/SPTBN1/FKBP1B/FHL3/NEXN/RYR2/RTN2/TNNT3/TPM4/MYOM1/CAV3/KY/JPH2/DST/BMP10/CASQ1/MYL2/NEB/MYH6/NRAP/ARHGEF25/OBSCN/SLC8A1/RYR1/FBXO32/ANKRD1/FHOD3/TMOD4/NOS1AP/SCN1A/MYLK2/SMTNL1/CALM2/ASB2/SMPX/MYL3/ACTN2/FHL2/MYH7/LRRC39/FBXL22/CMYA5/KCNE1	75
GO:0032838	plasma membrane bounded cell projection cytoplasm	84/4702	246/19869	1.1939953961075992e-4	0.0014441658600539533	0.0011191836544968475	KIF1C/ZC3H14/CANX/ABHD12/WDPCP/MAP2K4/EFHC2/LRRK2/AP3S1/DYNC2I2/IFT57/SOD1/DLG4/WDR11/MAP1A/RAB21/MAP2/AMBRA1/CAMSAP3/DNAH6/DYNC1H1/CFAP126/UCHL1/KLHL17/TUBB4A/CFAP45/SPAST/MAP4/MAPK8IP3/HIP1R/CFAP251/SAXO2/TRAK2/ATG14/GAS8/TOGARAM1/KIF4A/DLG2/HPCA/AK8/TRAF3IP1/DNAH12/DNAH17/ODAD4/BBS7/SPAG6/CFAP54/DST/SPAG8/DNAH8/RAB27B/WASF1/BAIAP2/DNAH14/NME7/MAPT/AGBL4/SPEF1/ODAD3/ARL6/UHMK1/KIF5A/GLI3/TTC30A/DNAI7/RPGRIP1/DNAI2/ENKUR/CFAP70/KIF1A/ARC/HYDIN/TEKT2/TTLL8/OPRM1/DNAH3/MGARP/SAXO1/FAM166B/CFAP73/RSPH4A/CFAP210/SYBU/DNAAF1	84
GO:0043296	apical junction complex	56/4702	151/19869	1.4364189635233086e-4	0.0017102363284449394	0.0013253799975930529	SYNPO/ACTG1/ESAM/MAGI3/SHROOM2/AMOT/NECTIN1/F11R/AJM1/EPB41L4B/ILDR1/CGN/NPHP1/ANK3/JUP/VAPA/PMP22/CAMSAP3/FRMD4B/FZD5/CXADR/CLDN12/RAB13/SORBS1/ECT2/CYTH3/MPP7/ACTB/AMOTL2/SHROOM1/AMOTL1/JAML/FRMD6/POF1B/MARVELD3/SAPCD2/CLDN23/NECTIN2/SH3BP1/EPPK1/WNK4/PLXDC1/MARVELD2/NHS/CRB3/CCDC85C/CRB2/RHOA/CLDN14/CCND1/AOC1/KIFC3/MICALL2/OCLN/CDH1/CLDN7	56
