ensembl_gene_id	external_gene_name	chromosome_name	start_position	end_position	gene_biotype	entrezgene_id
ENSG00000163875	MEAF6	1	37489993	37514766	protein_coding	64769
ENSG00000163877	SNIP1	1	37534449	37554293	protein_coding	79753
ENSG00000163882	POLR2H	3	184361710	184368596	protein_coding	5437
ENSG00000163902	RPN1	3	128619969	128681075	protein_coding	6184
ENSG00000163913	IFT122	3	129429607	129520510	protein_coding	55764
ENSG00000163923	RPL39L	3	187120948	187180908	protein_coding	116832
ENSG00000163930	BAP1	3	52401008	52410008	protein_coding	8314
ENSG00000163932	PRKCD	3	53156009	53192717	protein_coding	5580
ENSG00000163935	SFMBT1	3	52903572	53046750	protein_coding	51460
ENSG00000163950	SLBP	4	1692731	1712344	protein_coding	7884
ENSG00000163975	MELTF	3	196980590	197029835	protein_coding	4241
ENSG00000164010	ERMAP	1	42817122	42844991	protein_coding	114625
ENSG00000164011	ZNF691	1	42846573	42852477	protein_coding	51058
ENSG00000164031	DNAJB14	4	99896248	99946618	protein_coding	79982
ENSG00000164032	H2AZ1	4	99948086	99950355	protein_coding	3015
ENSG00000164054	SHISA5	3	48467798	48504826	protein_coding	51246
ENSG00000164078	MST1R	3	49887002	49903873	protein_coding	4486
ENSG00000164081	TEX264	3	51662693	51704323	protein_coding	51368
ENSG00000164086	DUSP7	3	52048919	52056571	protein_coding	1849
ENSG00000164091	WDR82	3	52254434	52288020	protein_coding	80335
ENSG00000164093	PITX2	4	110617423	110642123	protein_coding	5308
ENSG00000164100	NDST3	4	118033618	118258634	protein_coding	9348
ENSG00000164105	SAP30	4	173369969	173377532	protein_coding	8819
ENSG00000164136	IL15	4	141636583	141733987	protein_coding	3600
ENSG00000164144	ARFIP1	4	152779937	152918463	protein_coding	27236
ENSG00000164151	ICE1	5	5420664	5490220	protein_coding	23379
ENSG00000164168	TMEM184C	4	147617386	147672044	protein_coding	55751
ENSG00000164172	MOCS2	5	53095679	53110063	protein_coding	4338
ENSG00000164175	SLC45A2	5	33944623	33984693	protein_coding	51151
ENSG00000164180	TMEM161B	5	88189633	88269476	protein_coding	153396
ENSG00000164181	ELOVL7	5	60751791	60844274	protein_coding	79993
ENSG00000164197	RNF180	5	64165843	64372869	protein_coding	285671
ENSG00000164211	STARD4	5	111496033	111512590	protein_coding	134429
ENSG00000164219	PGGT1B	5	115204012	115262877	protein_coding	5229
ENSG00000164236	ANKRD33B	5	10564070	10657816	protein_coding	651746
ENSG00000164258	NDUFS4	5	53560633	53683338	protein_coding	4724
ENSG00000164307	ERAP1	5	96760810	96808100	protein_coding	51752
ENSG00000164330	EBF1	5	158695920	159099916	protein_coding	1879
ENSG00000164366	CCDC127	5	196868	218153	protein_coding	133957
ENSG00000164400	CSF2	5	132073789	132076170	protein_coding	1437
ENSG00000164402	SEPTIN8	5	132750819	132807241	protein_coding	23176
ENSG00000164414	SLC35A1	6	87470623	87512336	protein_coding	10559
ENSG00000164430	CGAS	6	73413515	73452297	protein_coding	115004
ENSG00000164440	TXLNB	6	139240061	139291998	protein_coding	167838
ENSG00000164442	CITED2	6	139371807	139374648	protein_coding	10370
ENSG00000164466	SFXN1	5	175477062	175529742	protein_coding	94081
ENSG00000164512	ANKRD55	5	56099680	56233330	protein_coding	79722
ENSG00000164543	STK17A	7	43582758	43650713	protein_coding	9263
ENSG00000164576	SAP30L	5	154445997	154461053	protein_coding	79685
ENSG00000164610	RP9	7	33094797	33109405	protein_coding	6100
ENSG00000164611	PTTG1	5	160421855	160428739	protein_coding	9232
ENSG00000164626	KCNK5	6	39188971	39229475	protein_coding	8645
ENSG00000164631	ZNF12	7	6688433	6706947	protein_coding	7559
ENSG00000164649	CDCA7L	7	21900899	21945903	protein_coding	55536
ENSG00000164674	SYTL3	6	158650014	158764876	protein_coding	94120
ENSG00000164692	COL1A2	7	94394895	94431227	protein_coding	1278
ENSG00000164713	BRI3	7	98252379	98310441	protein_coding	25798
ENSG00000164715	LMTK2	7	98106862	98209638	protein_coding	22853
ENSG00000164815	ORC5	7	104126341	104208047	protein_coding	5001
ENSG00000164830	OXR1	8	106270144	106752694	protein_coding	55074
ENSG00000164889	SLC4A2	7	151057210	151076526	protein_coding	6522
ENSG00000164897	TMUB1	7	151081085	151083493	protein_coding	83590
ENSG00000164916	FOXK1	7	4682295	4771442	protein_coding	221937
ENSG00000164920	OSR2	8	98944403	98952104	protein_coding	116039
ENSG00000164951	PDP1	8	93857807	93926068	protein_coding	54704
ENSG00000164967	RPP25L	9	34610486	34612104	protein_coding	138716
ENSG00000164975	SNAPC3	9	15422734	15465953	protein_coding	6619
ENSG00000164978	NUDT2	9	34329506	34343711	protein_coding	318
ENSG00000164989	CCDC171	9	15553043	16061663	protein_coding	203238
ENSG00000165006	UBAP1	9	34179005	34252523	protein_coding	51271
ENSG00000165025	SYK	9	90801787	90898549	protein_coding	6850
ENSG00000165030	NFIL3	9	91409045	91423832	protein_coding	4783
ENSG00000165102	HGSNAT	8	43140464	43202855	protein_coding	138050
ENSG00000165194	PCDH19	X	100291644	100410273	protein_coding	57526
ENSG00000165233	CARD19	9	93096217	93113283	protein_coding	84270
ENSG00000165272	AQP3	9	33441156	33447596	protein_coding	360
ENSG00000165379	LRFN5	14	41606876	41904549	protein_coding	145581
ENSG00000165406	MARCHF8	10	45454585	45594906	protein_coding	220972
ENSG00000165410	CFL2	14	34709113	34714823	protein_coding	1073
ENSG00000165424	ZCCHC24	10	79382325	79445624	protein_coding	219654
ENSG00000165458	INPPL1	11	72223701	72239147	protein_coding	3636
ENSG00000165474	GJB2	13	20187463	20192938	protein_coding	2706
ENSG00000165487	MICU2	13	21492691	21604181	protein_coding	221154
ENSG00000165496	RPL10L	14	46651010	46651781	protein_coding	140801
ENSG00000165501	LRR1	14	49598761	49614672	protein_coding	122769
ENSG00000165516	KLHDC2	14	49768130	49786385	protein_coding	23588
ENSG00000165527	ARF6	14	49893079	49897054	protein_coding	382
ENSG00000165572	KBTBD6	13	41127569	41132802	protein_coding	89890
ENSG00000165591	FAAH2	X	57286706	57489193	protein_coding	158584
ENSG00000165606	DRGX	10	49364066	49396089	protein_coding	644168
ENSG00000165617	DACT1	14	58633967	58648321	protein_coding	51339
ENSG00000165637	VDAC2	10	75210154	75231448	protein_coding	7417
ENSG00000165655	ZNF503	10	75397830	75401764	protein_coding	84858
ENSG00000165661	QSOX2	9	136206333	136245812	protein_coding	169714
ENSG00000165669	FAM204A	10	118297925	118342328	protein_coding	63877
ENSG00000165675	ENOX2	X	130622325	130903234	protein_coding	10495
ENSG00000165688	PMPCA	9	136410630	136427992	protein_coding	23203
ENSG00000165699	TSC1	9	132891348	132946874	protein_coding	7248
ENSG00000165704	HPRT1	X	134460165	134520513	protein_coding	3251
ENSG00000165731	RET	10	43077064	43130351	protein_coding	5979
ENSG00000165775	FUNDC2	X	155025980	155060304	protein_coding	65991
ENSG00000165801	ARHGEF40	14	21070273	21090248	protein_coding	55701
ENSG00000165802	NSMF	9	137447570	137459334	protein_coding	26012
ENSG00000165806	CASP7	10	113679162	113730907	protein_coding	840
ENSG00000165810	BTNL9	5	181040225	181061521	protein_coding	153579
ENSG00000165813	CCDC186	10	114120862	114174232	protein_coding	55088
ENSG00000165832	TRUB1	10	114938195	114977676	protein_coding	142940
ENSG00000165868	HSPA12A	10	116671192	116850251	protein_coding	259217
ENSG00000165879	FRAT1	10	97319271	97321915	protein_coding	10023
ENSG00000165886	UBTD1	10	97498924	97571206	protein_coding	80019
ENSG00000165917	RAPSN	11	47437764	47449143	protein_coding	5913
ENSG00000165929	TC2N	14	91779746	91867536	protein_coding	123036
ENSG00000165935	SMCO2	12	27446736	27502185	protein_coding	341346
ENSG00000165943	MOAP1	14	93182199	93184923	protein_coding	64112
ENSG00000165949	IFI27	14	94104836	94116695	protein_coding	3429
ENSG00000165959	CLMN	14	95181940	95319908	protein_coding	79789
ENSG00000165973	NELL1	11	20669551	21575686	protein_coding	4745
ENSG00000165985	C1QL3	10	16513734	16521879	protein_coding	389941
ENSG00000165995	CACNB2	10	18140424	18543557	protein_coding	783
ENSG00000166012	TAF1D	11	93729948	93784391	protein_coding	79101
ENSG00000166016	ABTB2	11	34150987	34358010	protein_coding	25841
ENSG00000166068	SPRED1	15	38252836	38357249	protein_coding	161742
ENSG00000166073	GPR176	15	39799008	39920936	protein_coding	11245
ENSG00000166128	RAB8B	15	63189560	63267776	protein_coding	51762
ENSG00000166135	HIF1AN	10	100529072	100559998	protein_coding	55662
ENSG00000166140	ZFYVE19	15	40807086	40815084	protein_coding	84936
ENSG00000166145	SPINT1	15	40844018	40858207	protein_coding	6692
ENSG00000166147	FBN1	15	48408313	48645721	protein_coding	2200
ENSG00000166164	BRD7	16	50313487	50368988	protein_coding	29117
ENSG00000166165	CKB	14	103519667	103522833	protein_coding	1152
ENSG00000166166	TRMT61A	14	103529196	103537073	protein_coding	115708
ENSG00000166170	BAG5	14	103556545	103562657	protein_coding	9529
ENSG00000166200	COPS2	15	49106068	49155661	protein_coding	9318
ENSG00000166233	ARIH1	15	72474330	72602987	protein_coding	25820
ENSG00000166262	FAM227B	15	49326962	49620929	protein_coding	196951
ENSG00000166289	PLEKHF1	19	29665459	29675477	protein_coding	79156
ENSG00000166337	TAF10	11	6606294	6612539	protein_coding	6881
ENSG00000166340	TPP1	11	6612768	6619448	protein_coding	1200
ENSG00000166347	CYB5A	18	74250846	74291973	protein_coding	1528
ENSG00000166348	USP54	10	73497538	73626117	protein_coding	159195
ENSG00000166377	ATP9B	18	79069285	79378287	protein_coding	374868
ENSG00000166387	PPFIBP2	11	7513298	7657127	protein_coding	8495
ENSG00000166394	CYB5R2	11	7665100	7677222	protein_coding	51700
ENSG00000166401	SERPINB8	18	63970029	64019779	protein_coding	5271
ENSG00000166428	PLD4	14	104924713	104937761	protein_coding	122618
ENSG00000166444	DENND2B	11	8693351	8910951	protein_coding	6764
ENSG00000166446	CDYL2	16	80597907	80804598	protein_coding	124359
ENSG00000166471	TMEM41B	11	9280654	9314636	protein_coding	440026
ENSG00000166501	PRKCB	16	23835983	24220611	protein_coding	5579
ENSG00000166510	CCDC68	18	54901509	54959461	protein_coding	80323
ENSG00000166526	ZNF3	7	100064033	100082548	protein_coding	7551
ENSG00000166527	CLEC4D	12	8509475	8522366	protein_coding	338339
ENSG00000166557	TMED3	15	79311112	79427432	protein_coding	23423
ENSG00000166562	SEC11C	18	59139866	59158832	protein_coding	90701
ENSG00000166575	TMEM135	11	87037844	87328824	protein_coding	65084
ENSG00000166579	NDEL1	17	8413131	8490411	protein_coding	81565
ENSG00000166582	CENPV	17	16342534	16353656	protein_coding	201161
ENSG00000166619	BLCAP	20	37492472	37527931	protein_coding	10904
ENSG00000166664	CHRFAM7A	15	30360566	30393849	protein_coding	89832
ENSG00000166676	TVP23A	16	10760919	10818794	protein_coding	780776
ENSG00000166783	MARF1	16	15594387	15643154	protein_coding	9665
ENSG00000166794	PPIB	15	64155740	64163134	protein_coding	5479
ENSG00000166833	NAV2	11	19350724	20121601	protein_coding	89797
ENSG00000166840	GLYATL1	11	58905398	59043527	protein_coding	92292
ENSG00000166851	PLK1	16	23677656	23690367	protein_coding	5347
ENSG00000166860	ZBTB39	12	56998836	57006546	protein_coding	9880
ENSG00000166881	NEMP1	12	57055643	57088063	protein_coding	23306
ENSG00000166886	NAB2	12	57089043	57095476	protein_coding	4665
ENSG00000166889	PATL1	11	59636716	59669037	protein_coding	219988
ENSG00000166896	ATP23	12	57906039	57959148	protein_coding	91419
ENSG00000166897	ELFN2	22	37367960	37427479	protein_coding	114794
ENSG00000166924	NYAP1	7	100483927	100494802	protein_coding	222950
ENSG00000166925	TSC22D4	7	100463359	100479232	protein_coding	81628
ENSG00000166938	DIS3L	15	66293217	66333898	protein_coding	115752
ENSG00000166963	MAP1A	15	43510958	43531620	protein_coding	4130
ENSG00000166965	RCCD1	15	90954881	90963125	protein_coding	91433
ENSG00000166974	MAPRE2	18	34976928	35143470	protein_coding	10982
ENSG00000167005	NUDT21	16	56429133	56452199	protein_coding	11051
ENSG00000167037	SGSM1	22	24806169	24927578	protein_coding	129049
ENSG00000167100	SAMD14	17	50110040	50130160	protein_coding	201191
ENSG00000167123	CERCAM	9	128411751	128437351	protein_coding	51148
ENSG00000167186	COQ7	16	19067614	19080095	protein_coding	10229
ENSG00000167193	CRK	17	1420689	1463162	protein_coding	1398
ENSG00000167196	FBXO22	15	75903876	75942511	protein_coding	26263
ENSG00000167207	NOD2	16	50693588	50733077	protein_coding	64127
ENSG00000167232	ZNF91	19	23304991	23395471	protein_coding	7644
ENSG00000167257	RNF214	11	117232625	117286454	protein_coding	257160
ENSG00000167264	DUS2	16	67987746	68079320	protein_coding	54920
ENSG00000167272	POP5	12	120578764	120581402	protein_coding	51367
ENSG00000167323	STIM1	11	3854527	4093210	protein_coding	6786
ENSG00000167333	TRIM68	11	4598672	4608231	protein_coding	55128
ENSG00000167384	ZNF180	19	44474428	44500524	protein_coding	7733
ENSG00000167414	GNG8	19	46633953	46636541	protein_coding	94235
ENSG00000167468	GPX4	19	1103982	1106791	protein_coding	2879
ENSG00000167483	NIBAN3	19	17523301	17553839	protein_coding	199786
ENSG00000167513	CDT1	16	88803789	88809258	protein_coding	81620
ENSG00000167515	TRAPPC2L	16	88856220	88862686	protein_coding	51693
ENSG00000167528	ZNF641	12	48337180	48351414	protein_coding	121274
ENSG00000167535	CACNB3	12	48813794	48828941	protein_coding	784
ENSG00000167536	DHRS13	17	28897781	28903079	protein_coding	147015
ENSG00000167549	CORO6	17	29614756	29622912	protein_coding	84940
ENSG00000167550	RHEBL1	12	49064676	49070025	protein_coding	121268
ENSG00000167552	TUBA1A	12	49184686	49189080	protein_coding	7846
ENSG00000167553	TUBA1C	12	49188736	49274600	protein_coding	84790
ENSG00000167601	AXL	19	41219223	41261766	protein_coding	558
ENSG00000167617	CDC42EP5	19	54465026	54473296	protein_coding	148170
ENSG00000167642	SPINT2	19	38244035	38292615	protein_coding	10653
ENSG00000167645	YIF1B	19	38303558	38317273	protein_coding	90522
ENSG00000167693	NXN	17	799310	979776	protein_coding	64359
ENSG00000167695	TLCD3A	17	732412	742968	protein_coding	79850
ENSG00000167699	GLOD4	17	757097	782294	protein_coding	51031
ENSG00000167711	SERPINF2	17	1742836	1755265	protein_coding	5345
ENSG00000167716	WDR81	17	1716523	1738599	protein_coding	124997
ENSG00000167740	CYB5D2	17	4143168	4187310	protein_coding	124936
ENSG00000167770	OTUB1	11	63985853	64001811	protein_coding	55611
ENSG00000167771	RCOR2	11	63911230	63917164	protein_coding	283248
ENSG00000167775	CD320	19	8302127	8308358	protein_coding	51293
ENSG00000167778	SPRYD3	12	53064316	53079404	protein_coding	84926
ENSG00000167792	NDUFV1	11	67605653	67612554	protein_coding	4723
ENSG00000167799	NUDT8	11	67627938	67629937	protein_coding	254552
ENSG00000167840	ZNF232	17	5105269	5123162	protein_coding	7775
ENSG00000167842	MIS12	17	5486285	5490814	protein_coding	79003
ENSG00000167861	HID1	17	74950742	74973166	protein_coding	283987
ENSG00000167895	TMC8	17	78130770	78142968	protein_coding	147138
ENSG00000167900	TK1	17	78174091	78187233	protein_coding	7083
ENSG00000167930	FAM234A	16	234521	272183	protein_coding	83986
ENSG00000167962	ZNF598	16	1997654	2009821	protein_coding	90850
ENSG00000167972	ABCA3	16	2275881	2340746	protein_coding	21
ENSG00000167987	VPS37C	11	61130257	61161615	protein_coding	55048
ENSG00000168026	TTC21A	3	39107680	39138903	protein_coding	199223
ENSG00000168028	RPSA	3	39406716	39426255	protein_coding	3921
ENSG00000168038	ULK4	3	41246599	41962130	protein_coding	54986
ENSG00000168061	SAC3D1	11	65040901	65044828	protein_coding	29901
ENSG00000168078	PBK	8	27809624	27838082	protein_coding	55872
ENSG00000168081	PNOC	8	28316986	28343355	protein_coding	5368
ENSG00000168090	COPS6	7	100088969	100092187	protein_coding	10980
ENSG00000168101	NUDT16L1	16	4693562	4695859	protein_coding	84309
ENSG00000168137	SETD5	3	9397615	9479240	protein_coding	55209
ENSG00000168209	DDIT4	10	72273919	72276036	protein_coding	54541
ENSG00000168214	RBPJ	4	26163455	26435131	protein_coding	3516
ENSG00000168256	NKIRAS2	17	42011382	42025644	protein_coding	28511
ENSG00000168264	IRF2BP2	1	234604269	234610178	protein_coding	359948
ENSG00000168268	NT5DC2	3	52524385	52535054	protein_coding	64943
ENSG00000168291	PDHB	3	58427630	58433857	protein_coding	5162
ENSG00000168350	DEGS2	14	100143957	100159645	protein_coding	123099
ENSG00000168374	ARF4	3	57571363	57598220	protein_coding	378
ENSG00000168389	MFSD2A	1	39955112	39969968	protein_coding	84879
ENSG00000168395	ING5	2	241687085	241729478	protein_coding	84289
ENSG00000168404	MLKL	16	74671855	74700960	protein_coding	197259
ENSG00000168438	CDC40	6	110180141	110254275	protein_coding	51362
ENSG00000168439	STIP1	11	64185272	64204543	protein_coding	10963
ENSG00000168453	HR	8	22114419	22133384	protein_coding	55806
ENSG00000168487	BMP1	8	22165140	22212326	protein_coding	649
ENSG00000168488	ATXN2L	16	28822999	28837237	protein_coding	11273
ENSG00000168495	POLR3D	8	22245133	22254601	protein_coding	661
ENSG00000168502	MTCL1	18	8705556	8832778	protein_coding	23255
ENSG00000168564	CDKN2AIP	4	183444635	183449064	protein_coding	55602
ENSG00000168575	SLC20A2	8	42416475	42541926	protein_coding	6575
ENSG00000168591	TMUB2	17	44186970	44191929	protein_coding	79089
ENSG00000168610	STAT3	17	42313324	42388568	protein_coding	6774
ENSG00000168710	AHCYL1	1	109984765	110023742	protein_coding	10768
ENSG00000168734	PKIG	20	44531785	44624247	protein_coding	11142
ENSG00000168758	SEMA4C	2	96859718	96870757	protein_coding	54910
ENSG00000168779	SHOX2	3	158095905	158106420	protein_coding	6474
ENSG00000168785	TSPAN5	4	98470367	98658611	protein_coding	10098
ENSG00000168792	ABHD15	17	29560547	29567037	protein_coding	116236
ENSG00000168795	ZBTB5	9	37438102	37465450	protein_coding	9925
ENSG00000168806	LCMT2	15	43323649	43330582	protein_coding	9836
ENSG00000168811	IL12A	3	159988835	159996019	protein_coding	3592
ENSG00000168874	ATOH8	2	85751344	85791383	protein_coding	84913
ENSG00000168878	SFTPB	2	85657314	85668741	protein_coding	6439
ENSG00000168884	TNIP2	4	2741648	2756342	protein_coding	79155
ENSG00000168899	VAMP5	2	85584431	85593406	protein_coding	10791
ENSG00000168916	ZNF608	5	124636913	124748807	protein_coding	57507
ENSG00000168961	LGALS9	17	27629798	27649560	protein_coding	3965
ENSG00000168994	PXDC1	6	3722614	3751713	protein_coding	221749
ENSG00000169016	E2F6	2	11444375	11466177	protein_coding	1876
ENSG00000169032	MAP2K1	15	66386837	66491656	protein_coding	5604
ENSG00000169047	IRS1	2	226731312	226799820	protein_coding	3667
ENSG00000169062	UPF3A	13	114281601	114305817	protein_coding	65110
ENSG00000169083	AR	X	67544021	67730619	protein_coding	367
ENSG00000169087	HSPBAP1	3	122739999	122793831	protein_coding	79663
ENSG00000169093	ASMTL	X	1403139	1453762	protein_coding	8623
ENSG00000169100	SLC25A6	X	1386152	1392113	protein_coding	293
ENSG00000169122	FAM110B	8	57994523	58204279	protein_coding	90362
ENSG00000169129	AFAP1L2	10	114294824	114404756	protein_coding	84632
ENSG00000169155	ZBTB43	9	126805006	126838210	protein_coding	23099
ENSG00000169169	CPT1C	19	49690898	49713731	protein_coding	126129
ENSG00000169180	XPO6	16	28097976	28211965	protein_coding	23214
ENSG00000169189	NSMCE1	16	27224994	27268772	protein_coding	197370
ENSG00000169193	CCDC126	7	23597382	23644708	protein_coding	90693
ENSG00000169217	CD2BP2	16	30350773	30355308	protein_coding	10421
ENSG00000169223	LMAN2	5	177315805	177351840	protein_coding	10960
ENSG00000169239	CA5B	X	15688830	15788411	protein_coding	11238
ENSG00000169241	SLC50A1	1	155135344	155138857	protein_coding	55974
ENSG00000169242	EFNA1	1	155127876	155134899	protein_coding	1942
ENSG00000169252	ADRB2	5	148826611	148828623	protein_coding	154
ENSG00000169258	GPRIN1	5	176595802	176610156	protein_coding	114787
ENSG00000169306	IL1RAPL1	X	28587446	29956718	protein_coding	11141
ENSG00000169398	PTK2	8	140657900	141002216	protein_coding	5747
ENSG00000169413	RNASE6	14	20781268	20782467	protein_coding	6039
ENSG00000169418	NPR1	1	153678688	153693992	protein_coding	4881
ENSG00000169439	SDC2	8	96493813	96611790	protein_coding	6383
ENSG00000169442	CD52	1	26317958	26320523	protein_coding	1043
ENSG00000169490	TM2D2	8	38988808	38996824	protein_coding	83877
ENSG00000169499	PLEKHA2	8	38901235	38973912	protein_coding	59339
ENSG00000169554	ZEB2	2	144364364	144521057	protein_coding	9839
ENSG00000169564	PCBP1	2	70087477	70089203	protein_coding	5093
ENSG00000169567	HINT1	5	131155383	131224468	protein_coding	3094
ENSG00000169598	DFFB	1	3857267	3885429	protein_coding	1677
ENSG00000169612	RAMAC	15	82986210	82991057	protein_coding	83640
ENSG00000169618	PROKR1	2	68643579	68658251	protein_coding	10887
ENSG00000169621	APLF	2	68467572	68655862	protein_coding	200558
ENSG00000169629	RGPD8	2	112368369	112434488	protein_coding	727851
ENSG00000169660	HEXD	17	82418318	82442645	protein_coding	284004
ENSG00000169679	BUB1	2	110637528	110678063	protein_coding	699
ENSG00000169689	CENPX	17	82018702	82024107	protein_coding	201254
ENSG00000169696	ASPSCR1	17	81976807	82017406	protein_coding	79058
ENSG00000169714	CNBP	3	129167827	129183922	protein_coding	7555
ENSG00000169718	DUS1L	17	82057506	82065887	protein_coding	64118
ENSG00000169738	DCXR	17	82035136	82037709	protein_coding	51181
ENSG00000169756	LIMS1	2	108533671	108687246	protein_coding	3987
ENSG00000169760	NLGN1	3	173396284	174294372	protein_coding	22871
ENSG00000169762	TAPT1	4	16160505	16227410	protein_coding	202018
ENSG00000169783	LINGO1	15	77613027	77820900	protein_coding	84894
ENSG00000169814	BTD	3	15601341	15722311	protein_coding	686
ENSG00000169871	TRIM56	7	101085481	101097967	protein_coding	81844
ENSG00000169884	WNT10B	12	48965340	48971735	protein_coding	7480
ENSG00000169896	ITGAM	16	31259967	31332892	protein_coding	3684
ENSG00000169902	TPST1	7	66205317	66420543	protein_coding	8460
ENSG00000169919	GUSB	7	65960684	65982215	protein_coding	2990
ENSG00000169925	BRD3	9	134030305	134068535	protein_coding	8019
ENSG00000169926	KLF13	15	31326835	31435665	protein_coding	51621
ENSG00000169933	FRMPD4	X	11822423	12724523	protein_coding	9758
ENSG00000169946	ZFPM2	8	104590733	105804539	protein_coding	23414
ENSG00000169991	IFFO2	1	18904280	18956676	protein_coding	126917
ENSG00000169992	NLGN2	17	7404874	7419860	protein_coding	57555
ENSG00000170017	ALCAM	3	105366909	105576900	protein_coding	214
ENSG00000170027	YWHAG	7	76326799	76358991	protein_coding	7532
ENSG00000170044	ZPLD1	3	102099244	102479841	protein_coding	131368
ENSG00000170085	SIMC1	5	176238367	176345991	protein_coding	375484
ENSG00000170088	TMEM192	4	165070608	165208549	protein_coding	201931
ENSG00000170144	HNRNPA3	2	177212694	177223959	protein_coding	220988
ENSG00000170191	NANP	20	25612935	25624014	protein_coding	140838
ENSG00000170214	ADRA1B	5	159865080	159973012	protein_coding	147
ENSG00000170242	USP47	11	11841423	11961887	protein_coding	55031
ENSG00000170248	PDCD6IP	3	33798571	33869707	protein_coding	10015
ENSG00000170260	ZNF212	7	149239651	149255606	protein_coding	7988
ENSG00000170266	GLB1	3	32996609	33097202	protein_coding	2720
ENSG00000170271	FAXDC2	5	154818492	154859252	protein_coding	10826
ENSG00000170275	CRTAP	3	33114014	33147773	protein_coding	10491
ENSG00000170365	SMAD1	4	145481194	145559176	protein_coding	4086
ENSG00000170370	EMX2	10	117542445	117549546	protein_coding	2018
ENSG00000170379	TCAF2	7	143620952	143730410	protein_coding	285966
ENSG00000170385	SLC30A1	1	211571568	211579161	protein_coding	7779
ENSG00000170425	ADORA2B	17	15945130	15975746	protein_coding	136
ENSG00000170469	SPATA24	5	139396563	139404089	protein_coding	202051
ENSG00000170473	PYM1	12	55901413	55932618	protein_coding	84305
ENSG00000170502	NUDT9	4	87422573	87459455	protein_coding	53343
ENSG00000170522	ELOVL6	4	110045846	110199199	protein_coding	79071
ENSG00000170577	SIX2	2	45005182	45009452	protein_coding	10736
ENSG00000170581	STAT2	12	56341597	56360203	protein_coding	6773
ENSG00000170604	IRF2BP1	19	45883608	45886141	protein_coding	26145
ENSG00000170606	HSPA4	5	133052013	133106449	protein_coding	3308
ENSG00000170608	FOXA3	19	45863989	45873797	protein_coding	3171
ENSG00000170634	ACYP2	2	53970838	54305300	protein_coding	98
ENSG00000170667	RASA4B	7	102479976	102517777	protein_coding	100271927
ENSG00000170677	SOCS6	18	70289045	70330199	protein_coding	9306
ENSG00000170734	POLH	6	43576185	43620523	protein_coding	5429
ENSG00000170743	SYT9	11	7238778	7469043	protein_coding	143425
ENSG00000170759	KIF5B	10	32009015	32056425	protein_coding	3799
ENSG00000170801	HTRA3	4	8269754	8307098	protein_coding	94031
ENSG00000170802	FOXN2	2	48314637	48379295	protein_coding	3344
ENSG00000170832	USP32	17	60177327	60422470	protein_coding	84669
ENSG00000170836	PPM1D	17	60600193	60666280	protein_coding	8493
ENSG00000170846	MRFAP1L2	4	6663396	6676755	protein_coding	93622
ENSG00000170873	MTSS1	8	124550784	124728473	protein_coding	9788
ENSG00000170899	GSTA4	6	52977948	52995304	protein_coding	2941
ENSG00000170921	TANC2	17	62966235	63427703	protein_coding	26115
ENSG00000170946	DNAJC24	11	31369840	31432835	protein_coding	120526
ENSG00000170954	ZNF415	19	53107879	53133077	protein_coding	55786
ENSG00000171033	PKIA	8	78516340	78605267	protein_coding	5569
ENSG00000171055	FEZ2	2	36531805	36646087	protein_coding	9637
ENSG00000171067	C11orf24	11	68261338	68272001	protein_coding	53838
ENSG00000171100	MTM1	X	150568417	150673143	protein_coding	4534
ENSG00000171119	NRTN	19	5805067	5828324	protein_coding	4902
ENSG00000171126	KCNG3	2	42442017	42493982	protein_coding	170850
ENSG00000171130	ATP6V0E2	7	149872968	149891204	protein_coding	155066
ENSG00000171132	PRKCE	2	45651345	46187990	protein_coding	5581
ENSG00000171135	JAGN1	3	9890574	9894349	protein_coding	84522
ENSG00000171155	C1GALT1C1	X	120625674	120630054	protein_coding	29071
ENSG00000171204	TMEM126B	11	85628573	85636539	protein_coding	55863
ENSG00000171222	SCAND1	20	35953617	35959472	protein_coding	51282
ENSG00000171291	ZNF439	19	11848726	11883750	protein_coding	90594
ENSG00000171302	CANT1	17	78991716	79009867	protein_coding	124583
ENSG00000171303	KCNK3	2	26692722	26733420	protein_coding	3777
ENSG00000171314	PGAM1	10	97426191	97433444	protein_coding	5223
ENSG00000171357	LURAP1	1	46203334	46221256	protein_coding	541468
ENSG00000171365	CLCN5	X	49922596	50099235	protein_coding	1184
ENSG00000171428	NAT1	8	18170477	18223689	protein_coding	9
ENSG00000171435	KSR2	12	117453012	117968990	protein_coding	283455
ENSG00000171453	POLR1C	6	43509702	43562419	protein_coding	9533
ENSG00000171456	ASXL1	20	32358330	32439319	protein_coding	171023
ENSG00000171462	DLK2	6	43450352	43456632	protein_coding	65989
ENSG00000171469	ZNF561	19	9604680	9621236	protein_coding	93134
ENSG00000171492	LRRC8D	1	89821014	89936611	protein_coding	55144
ENSG00000171530	TBCA	5	77691166	77868780	protein_coding	6902
ENSG00000171552	BCL2L1	20	31664452	31723989	protein_coding	598
ENSG00000171574	ZNF584	19	58401504	58431736	protein_coding	201514
ENSG00000171606	ZNF274	19	58183029	58213562	protein_coding	10782
ENSG00000171608	PIK3CD	1	9629889	9729114	protein_coding	5293
ENSG00000171617	ENC1	5	74627406	74641424	protein_coding	8507
